EBELN,EBELP,MATNR,TXZ01,WERKS,LGORT,MENGE,MEINS,NETPR,PEINH,NETWR,BPRME,BPUMZ,BPUMN,INFNR,MWSKZ,WEPOS,REPOS,LOEKZ,ELIKZ,EKKO_BUKRS,EKKO_BSTYP,EKKO_BSART,EKKO_LIFNR,EKKO_EKORG,EKKO_EKGRP,EKKO_BEDAT,EKKO_AEDAT,EKKO_KDATB,EKKO_KDATE,EKKO_WAERS,EKKO_ZTERM,EKKO_INCO1,EKKO_INCO2,EKKO_WKURS,EKKO_KUNNR,EKKO_LLIEF,EKKO_VERKF,EKKO_LOEKZ,BANFN,BNFPO,EBAN_BSART,EBAN_TXZ01,EBAN_LGORT,EBAN_MENGE,EBAN_MEINS,EBAN_BADAT,EBAN_AFNAM,EBAN_EKGRP,EBAN_FRGRL,EBAN_FRGST,EBAN_KNTTP,EBAN_PREIS,EBAN_PEINH,EBAN_WAERS,EBAN_BEDNR,EBAN_LOEKZ,EBKN_ZEKKN,EBKN_KOSTL,EBKN_PS_PSP_PNR,EBKN_SAKTO,EBKN_KOKRS,EBKN_GSBER,EBKN_VBELN,EBKN_VBELP,EBKN_AUFNR,EBKN_ANLN1,EBKN_VKONT,EBKN_PRCTR,EBKN_FKBER,EBKN_BUKRS,EKKN_ZEKKN,EKKN_KOSTL,EKKN_PS_PSP_PNR,EKKN_SAKTO,EKKN_KOKRS,EKKN_GSBER,EKKN_VBELN,EKKN_VBELP,EKKN_AUFNR,EKKN_ANLN1,EKKN_PRCTR,EKKN_FKBER,EKKN_BUKRS,EKKN_VKONT,EKBE_ZEKKN,EKBE_VGABE,EKBE_GJAHR,EKBE_BELNR,EKBE_BUZEI,EKBE_BEWTP,EKBE_MENGE,EKBE_MEINS,EKBE_DMBTR,EKBE_WAERS,EKBE_BUDAT,EKBE_BLDAT,EKBE_SHKZG,EKBE_BWART,EKBE_MATNR,EKBE_WERKS,EKBE_LGORT,EKBE_LIFNR,MSEG_MBLNR,MSEG_MJAHR,MSEG_ZEILE,MSEG_BWART,MSEG_MATNR,MSEG_WERKS,MSEG_LGORT,MSEG_CHARG,MSEG_LIFNR,MSEG_MENGE,MSEG_MEINS,MSEG_DMBTR,MSEG_WAERS,MSEG_BUKRS,MSEG_KOSTL,MSEG_SAKTO,MSEG_SGTXT,MSEG_XAUTO,MBLNR,MJAHR,MKPF_BLDAT,MKPF_BUDAT,MKPF_CPUDT,MKPF_USNAM,MKPF_TCODE,MKPF_BKTXT,MKPF_FRBNR,MKPF_XABLN,MKPF_VBELN,MKPF_KZDIS,MKPF_BWART,MARD_LABST,MARD_UMLME,MARD_EINME,MARD_AUSME,MARD_SPEME,MARD_INSME,MARD_LFGJA,MARD_LFMON,MARD_LFGBE,MARD_LBKUM,MARD_SALK3,MARD_MAABC,MARD_MTVFP,MARD_PERKZ,MARD_BKLAS,kpi_three_way_match,kpi_po_cycle_time_days,kpi_on_time_delivery
4500000081,10,MAT00000038,PO Item 81,3000,0002,467.05,PC,48606.24,1,22701544.39,PC,1,1,INFO000032,V0,X,X,,,2000,F,NB,V000001,2000,3,20230617,20230617,20230617,20230915,USD,0002,EXW,DESTINATION PORT,79.8317,,,SALES03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000019,WBS-0004,6000000030,1000,BU01,,,,,PC0009,,2000,,1,4,2025,5000000081,1,R,145.408,L,468458.08,USD,20250415,20250415,H,122,MAT00000059,3000,0001,V000031,5000000081,2024,1,101,MAT00000037,2100,0001,,V000021,115.612,KG,88979.12,INR,2000,CC000012,6000000028,GR Material 81,,5000000081.0,2024.0,20240926.0,20240926.0,20240926.0,USER001,MIGO,GR for PO 4500000081,DLV00000081,SLIP194840,4500000081.0,X,102.0,,,,,,,,,,,,,,,,1,,0.0
4500000082,10,MAT00000056,PO Item 82,1000,0010,15.878,M,7201.25,1,114341.45,KG,1,1,INFO000026,I1,X,X,,,3000,F,ZUB,V000016,3000,2,20231231,20231231,20231231,20240330,EUR,NET30,FOB,DESTINATION PORT,73.0676,C000031,,SALES05,,1000000030.0,10.0,ZNB,PR Item 30,0010,486.53,PC,20240911.0,USER003,3.0,X,4.0,A,32438.97,1.0,EUR,REQ00000030,,1.0,CC000005,WBS-0010,6000000017.0,1000.0,BU03,1851819913.0,20.0,ORD264136,67560.0,,PC0010,,3000.0,1,CC000013,WBS-0006,6000000010,1000,BU05,,,ORD265613,,PC0007,,2000,,1,2,2023,5000000082,1,R,113.016,PC,140802.41,INR,20230810,20230810,H,102,MAT00000018,3000,0010,V000036,5000000082,2023,1,101,MAT00000054,1100,0010,BATCH88784,V000004,154.256,PC,309690.81,INR,3000,CC000017,6000000005,GR Material 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000083,10,MAT00000024,PO Item 83,1000,0002,267.48,EA,27929.11,1,7470478.34,KG,1,1,INFO000021,V2,X,X,,,3000,F,RS,V000016,1000,3,20240603,20240603,20240603,20240901,USD,0001,DAP,DESTINATION PORT,78.9934,,1100.0,SALES06,,1000000115.0,10.0,NB,PR Item 115,0010,65.044,EA,20240405.0,USER001,20.0,03,2.0,K,25281.3,1.0,INR,REQ00000115,,1.0,CC000010,WBS-0027,6000000008.0,1000.0,BU05,8352307139.0,30.0,,,,PC0009,MFG,1000.0,1,CC000001,WBS-0007,6000000006,1000,BU03,,,ORD526673,,PC0001,,1000,,1,1,2023,5000000083,1,W,5.706,PC,12314.38,INR,20230303,20230303,S,102,MAT00000044,2100,0002,V000035,5000000083,2025,1,102,MAT00000024,1000,0010,BATCH59844,V000008,69.105,PC,84558.2,INR,3000,CC000019,6000000007,GR Material 83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000084,10,MAT00000029,PO Item 84,3000,0002,55.764,PC,45948.07,1,2562248.18,KG,1,1,INFO000008,V2,X,X,,,3000,F,ZUB,V000027,3000,3,20250107,20250107,20250107,20250407,USD,0001,DAP,DESTINATION PORT,79.0129,,3000.0,SALES09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000014,WBS-0004,6000000007,1000,BU01,5895322075.0,20.0,,,PC0008,SAL,2000,,1,3,2023,5000000084,1,R,109.731,KG,334666.44,EUR,20231226,20231226,H,122,MAT00000033,2000,WH01,V000037,5000000084,2024,1,102,MAT00000055,2000,0002,,V000026,28.975,EA,5591.66,EUR,3000,CC000018,6000000008,GR Material 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000085,10,MAT00000017,PO Item 85,1100,WH01,89.297,L,13352.66,1,1192352.48,EA,1,1,INFO000036,V2,X,X,,,1000,F,RS,V000029,3000,1,20240624,20240624,20240624,20240922,EUR,2/10NET30,EXW,DESTINATION PORT,86.1103,,,SALES05,,1000000088.0,10.0,RS,PR Item 88,0002,386.262,PC,20250316.0,USER019,1.0,X,1.0,P,35721.17,1.0,EUR,REQ00000088,,1.0,CC000009,WBS-0015,6000000013.0,1000.0,BU05,2444812497.0,10.0,,,,PC0008,,3000.0,1,CC000009,WBS-0009,6000000029,1000,BU03,,,,,PC0008,,2000,,1,1,2025,5000000085,1,R,151.945,KG,564907.8,USD,20250121,20250121,H,101,MAT00000018,3000,0002,V000028,5000000085,2023,1,502,MAT00000041,2100,0001,BATCH18178,V000013,52.396,L,243839.27,INR,1000,CC000003,6000000021,GR Material 85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000086,10,MAT00000060,PO Item 86,2000,0010,228.022,PC,19750.47,1,4503541.67,EA,1,1,INFO000021,V1,X,X,,,1000,F,NB,V000024,2000,10,20241012,20241012,20241012,20250110,USD,NET60,DAP,DESTINATION PORT,73.5074,C000003,,SALES06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000018,WBS-0008,6000000021,1000,BU04,2368076065.0,20.0,,,PC0005,,1000,,1,6,2024,5000000086,1,W,120.332,EA,273334.58,INR,20241122,20241122,S,102,MAT00000017,2100,WH01,V000015,5000000086,2024,1,101,MAT00000045,1000,0002,,V000011,143.256,M,237471.42,INR,1000,CC000011,6000000022,GR Material 86,,5000000086.0,2024.0,20240619.0,20240619.0,20240619.0,USER007,MIGO,GR for PO 4500000086,DLV00000086,SLIP290706,4500000086.0,,101.0,,,,,,,,,,,,,,,,1,,1.0
4500000087,10,MAT00000042,PO Item 87,1100,0001,59.332,KG,19539.72,1,1159330.67,KG,1,1,INFO000001,I1,X,X,,X,3000,F,RS,V000040,1000,20,20231129,20231129,20231129,20240227,INR,0001,FOB,DESTINATION PORT,72.775,,,SALES10,,1000000101.0,10.0,RS,PR Item 101,0002,471.633,PC,20240501.0,USER002,2.0,04,2.0,K,47223.26,1.0,EUR,REQ00000101,,1.0,CC000006,WBS-0015,6000000028.0,1000.0,BU03,6404582459.0,10.0,,,,PC0001,,3000.0,1,CC000013,WBS-0015,6000000015,1000,BU03,,,ORD784607,,PC0005,,3000,,1,5,2024,5000000087,1,R,12.113,L,56304.0,EUR,20240104,20240104,S,101,MAT00000005,1000,0001,V000008,5000000087,2025,1,502,MAT00000008,2100,WH01,BATCH57381,V000031,81.736,L,288255.01,INR,1000,CC000018,6000000017,GR Material 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000088,10,MAT00000050,PO Item 88,2100,0001,393.721,EA,6595.7,1,2596865.6,M,1,1,INFO000009,I1,X,X,,,3000,F,FO,V000016,1000,10,20240619,20240619,20240619,20240917,INR,NET60,DAP,DESTINATION PORT,85.091,,,SALES08,,1000000199.0,10.0,RV,PR Item 199,0001,366.059,EA,20230304.0,USER014,20.0,X,3.0,K,36313.76,1.0,USD,REQ00000199,,1.0,CC000001,WBS-0007,6000000014.0,1000.0,BU05,,,,,,PC0008,,3000.0,1,CC000003,WBS-0008,6000000014,1000,BU02,,,,,PC0006,,2000,,1,6,2023,5000000088,1,R,13.508,EA,19655.34,INR,20230610,20230610,H,101,MAT00000060,1100,0001,V000026,5000000088,2024,1,502,MAT00000018,2000,WH01,,V000017,13.34,EA,7075.87,INR,3000,CC000013,6000000029,GR Material 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000089,10,MAT00000004,PO Item 89,2100,0010,268.872,M,49430.58,1,13290498.91,M,1,1,INFO000011,V1,X,X,,,1000,F,RS,V000040,1000,1,20230113,20230113,20230113,20230413,EUR,0002,EXW,DESTINATION PORT,70.7086,,,SALES02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000004,WBS-0008,6000000030,1000,BU04,8913915028.0,20.0,,,PC0004,,3000,,1,5,2025,5000000089,1,R,49.525,M,67282.3,INR,20250212,20250212,S,101,MAT00000020,1000,0001,V000030,5000000089,2024,1,502,MAT00000044,1000,WH01,,V000033,135.424,M,670246.32,INR,3000,CC000020,6000000020,GR Material 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000090,10,MAT00000012,PO Item 90,3000,0001,215.747,L,28015.47,1,6044253.61,M,1,1,INFO000015,V1,X,X,,,1000,F,RS,V000031,2000,3,20230213,20230213,20230213,20230514,EUR,NET60,FOB,DESTINATION PORT,73.0711,,,SALES07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000003,WBS-0005,6000000012,1000,BU02,,,,,PC0001,,3000,,1,2,2024,5000000090,1,R,13.487,KG,46464.42,USD,20241123,20241123,H,101,MAT00000046,1100,WH01,V000034,5000000090,2023,1,502,MAT00000017,1000,0002,BATCH66375,V000036,52.045,KG,46064.11,INR,1000,CC000006,6000000010,GR Material 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000091,10,MAT00000001,PO Item 91,2100,0010,27.198,PC,25798.18,1,701658.9,KG,1,1,INFO000001,I1,X,X,L,X,2000,F,NB,V000017,2000,1,20240922,20240922,20240922,20241221,USD,NET30,DDP,DESTINATION PORT,81.5677,C000019,,SALES05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000018,WBS-0004,6000000002,1000,BU04,7844995269.0,10.0,,,PC0006,SAL,2000,,1,2,2023,5000000091,1,Q,188.596,PC,450136.44,INR,20230108,20230108,H,102,MAT00000022,3000,0010,V000028,5000000091,2025,1,501,MAT00000056,2000,0010,BATCH72050,V000014,153.005,M,548936.91,INR,1000,CC000001,6000000024,GR Material 91,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000092,10,MAT00000042,PO Item 92,2100,0001,458.022,KG,1316.42,1,602949.32,PC,1,1,INFO000028,V2,X,X,,,3000,F,RS,V000013,3000,10,20230715,20230715,20230715,20231013,INR,NET60,FOB,DESTINATION PORT,86.53,,,SALES09,,1000000081.0,10.0,ZNB,PR Item 81,0002,229.515,PC,20231004.0,USER004,20.0,02,3.0,P,16673.26,1.0,INR,REQ00000081,,1.0,CC000012,WBS-0001,6000000020.0,1000.0,BU03,8518238399.0,10.0,,,,PC0005,SCM,1000.0,1,CC000008,WBS-0009,6000000011,1000,BU03,,,,,PC0004,,3000,,1,3,2024,5000000092,1,R,9.852,L,42792.71,USD,20240412,20240412,H,122,MAT00000039,2000,0010,V000007,5000000092,2024,1,102,MAT00000019,2000,0010,,V000034,150.598,PC,380496.1,USD,1000,CC000004,6000000001,GR Material 92,,5000000092.0,2024.0,20240204.0,20240204.0,20240204.0,USER008,MIGO,GR for PO 4500000092,DLV00000092,SLIP503720,4500000092.0,,102.0,,,,,,,,,,,,,,,,1,123.0,0.0
4500000093,10,MAT00000058,PO Item 93,2100,0002,297.421,L,29205.12,1,8686216.0,L,1,1,INFO000008,I0,X,X,,X,1000,F,NB,V000038,3000,3,20230530,20230530,20230530,20230828,EUR,NET30,DAP,DESTINATION PORT,87.4943,,,SALES04,,1000000017.0,10.0,ZNB,PR Item 17,0010,451.148,L,20250930.0,USER010,2.0,X,2.0,K,41376.89,1.0,INR,REQ00000017,,1.0,CC000012,WBS-0029,6000000014.0,1000.0,BU04,,,,,,PC0007,,1000.0,1,CC000013,WBS-0002,6000000023,1000,BU05,,,,,PC0007,,3000,,1,6,2025,5000000093,1,E,25.99,PC,91397.67,INR,20250617,20250617,S,102,MAT00000037,1100,0002,V000007,5000000093,2025,1,101,MAT00000019,1100,0002,,V000013,33.331,KG,56234.89,INR,3000,CC000008,6000000001,GR Material 93,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000094,10,MAT00000021,PO Item 94,2000,0010,111.181,EA,41106.2,1,4570228.42,PC,1,1,INFO000016,V1,X,X,,X,2000,F,RS,V000029,2000,10,20250718,20250718,20250718,20251016,USD,NET30,DAP,DESTINATION PORT,80.4596,C000027,,SALES01,,1000000087.0,10.0,RV,PR Item 87,0002,441.03,KG,20230328.0,USER017,2.0,03,4.0,F,33860.87,1.0,USD,REQ00000087,,1.0,CC000016,WBS-0028,6000000007.0,1000.0,BU04,,,,,,PC0001,MFG,3000.0,1,CC000005,WBS-0002,6000000002,1000,BU03,7712708591.0,20.0,,,PC0007,,2000,,1,7,2023,5000000094,1,W,168.436,L,206878.4,USD,20230702,20230702,H,122,MAT00000020,1000,0002,V000008,5000000094,2024,1,101,MAT00000037,2100,WH01,,V000037,126.969,EA,179761.32,EUR,1000,CC000008,6000000012,GR Material 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000095,10,MAT00000016,PO Item 95,1100,0001,457.905,M,4213.84,1,1929538.41,KG,1,1,INFO000034,V2,X,X,,,1000,F,RS,V000017,1000,10,20250502,20250502,20250502,20250731,INR,0002,DAP,DESTINATION PORT,78.6137,,,SALES07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000010,WBS-0009,6000000025,1000,BU02,,,,,PC0001,,3000,CA691303,1,1,2025,5000000095,1,Q,99.535,L,456705.87,USD,20250916,20250916,S,101,MAT00000011,1000,0010,V000015,5000000095,2025,1,502,MAT00000017,2000,0001,BATCH37973,V000010,79.678,L,324319.92,USD,1000,CC000017,6000000027,GR Material 95,,5000000095.0,2025.0,20250521.0,20250521.0,20250521.0,USER003,MIGO,GR for PO 4500000095,DLV00000095,,4500000095.0,,102.0,,,,,,,,,,,,,,,,1,,1.0
4500000096,10,MAT00000041,PO Item 96,1100,WH01,263.189,M,7750.46,1,2039835.82,M,1,1,INFO000023,V1,X,X,,X,2000,F,FO,V000024,1000,2,20230319,20230319,20230319,20230617,INR,0002,DAP,DESTINATION PORT,73.8031,,,SALES02,,1000000176.0,10.0,NB,PR Item 176,0010,459.041,KG,20250522.0,USER016,2.0,02,1.0,K,12449.88,1.0,EUR,REQ00000176,,1.0,CC000013,WBS-0004,6000000019.0,1000.0,BU01,,,ORD931131,,,PC0007,FIN,2000.0,1,CC000011,WBS-0010,6000000030,1000,BU03,,,,,PC0004,,3000,,1,4,2024,5000000096,1,E,148.621,PC,286283.29,EUR,20240329,20240329,S,101,MAT00000003,1100,WH01,V000027,5000000096,2024,1,501,MAT00000009,1000,0010,,V000024,170.168,KG,69864.14,EUR,3000,CC000015,6000000005,GR Material 96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000097,10,MAT00000037,PO Item 97,3000,0001,327.414,PC,2792.71,1,914372.35,PC,1,1,INFO000038,V0,X,X,,,3000,F,ZUB,V000012,3000,2,20240211,20240211,20240211,20240511,USD,2/10NET30,DDP,DESTINATION PORT,78.8522,,,SALES05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000014,WBS-0001,6000000028,1000,BU02,,,,,PC0010,MFG,3000,,1,2,2025,5000000097,1,E,158.185,KG,368630.02,INR,20251113,20251113,S,102,MAT00000048,2000,0001,V000005,5000000097,2025,1,102,MAT00000002,2100,0001,,V000014,54.812,M,273043.52,INR,2000,CC000014,6000000010,GR Material 97,X,5000000097.0,2025.0,20251203.0,20251203.0,20251203.0,USER008,MIGO,GR for PO 4500000097,DLV00000097,,4500000097.0,,501.0,,,,,,,,,,,,,,,,1,,0.0
4500000098,10,MAT00000038,PO Item 98,1100,0001,396.484,EA,25659.71,1,10173664.46,PC,1,1,INFO000003,I1,X,X,,X,3000,F,FO,V000037,2000,10,20250207,20250207,20250207,20250508,USD,NET30,CIF,DESTINATION PORT,70.5803,C000012,,SALES03,,1000000078.0,10.0,NB,PR Item 78,WH01,211.866,L,20230504.0,USER007,20.0,04,4.0,A,34869.3,1.0,EUR,REQ00000078,,1.0,CC000012,WBS-0005,6000000022.0,1000.0,BU02,2936179853.0,30.0,,,,PC0001,ADM,1000.0,1,CC000012,WBS-0006,6000000001,1000,BU03,5366422491.0,10.0,,,PC0004,,1000,,1,7,2023,5000000098,1,R,185.949,L,84390.25,USD,20230817,20230817,S,121,MAT00000055,2000,0010,V000021,5000000098,2023,1,501,MAT00000003,3000,0002,BATCH17088,V000028,19.009,M,43385.9,USD,1000,CC000001,6000000018,GR Material 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000099,10,MAT00000051,PO Item 99,2000,0010,215.652,EA,4259.11,1,918485.59,PC,1,1,INFO000042,V2,X,X,,,2000,F,RS,V000035,1000,10,20230302,20230302,20230302,20230531,INR,0002,FOB,DESTINATION PORT,75.0204,,,SALES02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000019,WBS-0003,6000000003,1000,BU02,,,ORD598807,,PC0003,MFG,2000,,1,3,2025,5000000099,1,W,45.907,KG,103687.22,USD,20250507,20250507,H,121,MAT00000050,1000,0002,V000026,5000000099,2024,1,102,MAT00000057,1000,WH01,,V000001,95.458,M,175801.45,USD,2000,CC000006,6000000001,GR Material 99,X,5000000099.0,2024.0,20241102.0,20241102.0,20241102.0,USER010,MIGO,GR for PO 4500000099,DLV00000099,SLIP544420,4500000099.0,,102.0,605.516,42.239,0.0,0.0,7.564,0.0,2025.0,7.0,26.743,232.097,140681.26,A,PD,M,7110.0,1,,0.0
4500000100,10,MAT00000040,PO Item 100,2000,WH01,163.754,PC,41728.63,1,6833230.08,EA,1,1,INFO000046,V0,X,X,,X,2000,F,RS,V000035,2000,2,20250206,20250206,20250206,20250507,EUR,NET30,EXW,DESTINATION PORT,86.8752,,,SALES04,,1000000173.0,10.0,ZNB,PR Item 173,WH01,439.295,KG,20240229.0,USER010,2.0,X,1.0,K,19556.89,1.0,EUR,REQ00000173,,1.0,CC000007,WBS-0004,6000000007.0,1000.0,BU05,,,,,,PC0009,SCM,2000.0,1,CC000017,WBS-0003,6000000021,1000,BU05,,,ORD600641,,PC0005,,1000,,1,1,2025,5000000100,1,W,171.796,KG,298539.15,INR,20251003,20251003,H,101,MAT00000020,2000,0002,V000017,5000000100,2023,1,502,MAT00000011,2000,WH01,BATCH37720,V000008,45.271,EA,35287.47,EUR,2000,CC000014,6000000022,GR Material 100,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000101,10,MAT00000007,PO Item 101,3000,0010,403.9,PC,44479.67,1,17965338.71,L,1,1,INFO000043,V1,X,X,,,3000,F,FO,V000025,1000,10,20240819,20240819,20240819,20241117,USD,0001,FOB,DESTINATION PORT,84.4444,,,SALES03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000016,WBS-0001,6000000021,1000,BU01,,,ORD782139,,PC0005,MFG,1000,,1,2,2025,5000000101,1,E,156.704,KG,278169.11,EUR,20250619,20250619,S,121,MAT00000046,1000,0010,V000008,5000000101,2024,1,501,MAT00000032,2000,0001,BATCH13007,V000020,48.924,L,30840.33,EUR,2000,CC000005,6000000006,GR Material 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000102,10,MAT00000049,PO Item 102,1100,0002,179.607,L,613.0,1,110099.09,EA,1,1,INFO000045,V1,X,X,,,3000,F,RS,V000036,3000,10,20240807,20240807,20240807,20241105,INR,2/10NET30,EXW,DESTINATION PORT,89.4762,C000050,,SALES03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000007,WBS-0005,6000000016,1000,BU03,3702653209.0,20.0,,,PC0008,SCM,3000,,1,1,2024,5000000102,1,Q,190.97,KG,476708.43,INR,20241113,20241113,H,121,MAT00000033,2000,0010,V000015,5000000102,2025,1,502,MAT00000059,2100,0001,BATCH99610,V000035,69.928,KG,155958.84,INR,1000,CC000011,6000000021,GR Material 102,,5000000102.0,2025.0,20250219.0,20250219.0,20250219.0,USER006,MIGO,GR for PO 4500000102,DLV00000102,,4500000102.0,,501.0,,,,,,,,,,,,,,,,1,,0.0
4500000103,10,MAT00000054,PO Item 103,2100,0010,229.628,PC,3090.32,1,709624.0,M,1,1,INFO000017,V1,X,X,,,1000,F,FO,V000023,2000,3,20240830,20240830,20240830,20241128,INR,NET60,CIF,DESTINATION PORT,74.5525,,,SALES10,,1000000014.0,10.0,NB,PR Item 14,WH01,40.448,KG,20230921.0,USER006,2.0,X,1.0,P,34400.88,1.0,INR,REQ00000014,,1.0,CC000011,WBS-0026,6000000008.0,1000.0,BU01,,,,,,PC0002,,2000.0,1,CC000004,WBS-0013,6000000018,1000,BU04,7858674568.0,30.0,,,PC0003,,1000,,1,6,2023,5000000103,1,W,53.98,PC,236728.43,EUR,20230316,20230316,H,121,MAT00000009,1000,WH01,V000039,5000000103,2025,1,501,MAT00000030,3000,0002,BATCH65433,V000004,131.714,PC,173621.24,USD,3000,CC000004,6000000025,GR Material 103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000104,10,MAT00000038,PO Item 104,3000,0002,295.268,PC,17719.74,1,5232072.19,L,1,1,INFO000013,V1,X,X,,,1000,F,ZUB,V000004,3000,1,20231008,20231008,20231008,20240106,INR,0001,DAP,DESTINATION PORT,82.6824,,,SALES03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000006,WBS-0005,6000000008,1000,BU04,,,ORD309144,,PC0001,SAL,2000,,1,4,2023,5000000104,1,Q,40.638,L,74104.56,USD,20230406,20230406,S,101,MAT00000059,1100,WH01,V000016,5000000104,2024,1,102,MAT00000016,2000,0002,BATCH45369,V000002,85.613,L,19360.83,EUR,2000,CC000012,6000000008,GR Material 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000105,10,MAT00000047,PO Item 105,2100,WH01,275.276,KG,2510.34,1,691036.35,EA,1,1,INFO000007,V2,X,X,,,2000,F,ZUB,V000019,3000,1,20231001,20231001,20231001,20231230,EUR,NET60,EXW,DESTINATION PORT,78.2876,,,SALES10,,1000000063.0,10.0,RV,PR Item 63,0010,19.306,M,20250814.0,USER010,3.0,X,3.0,K,15148.78,1.0,INR,REQ00000063,,1.0,CC000008,WBS-0001,6000000013.0,1000.0,BU05,5952059278.0,10.0,ORD396451,,,PC0010,SAL,2000.0,1,CC000004,WBS-0028,6000000009,1000,BU01,,,,,PC0009,,1000,,1,4,2024,5000000105,1,W,181.95,PC,72475.84,EUR,20240913,20240913,S,122,MAT00000008,1000,0002,V000005,5000000105,2023,1,502,MAT00000055,2100,0001,,V000001,21.73,L,18925.0,EUR,1000,CC000001,6000000029,GR Material 105,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000106,10,MAT00000009,PO Item 106,1100,0001,162.279,EA,12625.83,1,2048907.07,PC,1,1,INFO000043,V0,X,X,,,3000,F,ZUB,V000010,1000,10,20240511,20240511,20240511,20240809,USD,NET60,EXW,DESTINATION PORT,84.5358,,,SALES01,,1000000112.0,10.0,RS,PR Item 112,0001,256.37,EA,20241218.0,USER017,2.0,X,2.0,K,4180.78,1.0,USD,REQ00000112,,1.0,CC000019,WBS-0006,6000000026.0,1000.0,BU03,,,,,,PC0003,,3000.0,1,CC000008,WBS-0020,6000000010,1000,BU02,9810503338.0,10.0,,,PC0003,,2000,,1,2,2025,5000000106,1,R,157.787,EA,491202.3,USD,20250813,20250813,S,102,MAT00000052,1100,0002,V000022,5000000106,2025,1,501,MAT00000045,3000,0001,BATCH43039,V000016,77.519,L,350077.55,INR,3000,CC000012,6000000013,GR Material 106,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000107,10,MAT00000018,PO Item 107,2000,0010,185.081,M,30421.71,1,5630480.51,M,1,1,INFO000042,V0,X,X,,,2000,F,NB,V000004,1000,3,20230108,20230108,20230108,20230408,INR,NET60,CIF,DESTINATION PORT,77.6448,,,SALES02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,CC000015,WBS-0010,6000000005,1000,BU04,,,,,PC0005,ADM,1000,,1,4,2024,5000000107,1,W,188.169,EA,128095.68,INR,20240624,20240624,S,102,MAT00000027,1100,0002,V000019,5000000107,2025,1,502,MAT00000043,2100,0010,BATCH93320,V000022,147.793,EA,188615.1,EUR,1000,CC000018,6000000012,GR Material 107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4500000108,10,MAT00000018,PO Item 108,1100,0002,181.138,EA,34846.89,1,6312095.96,EA,1,1,INFO000040,V2,X,X,,,3000,F,NB,V000031,2000,3,20240813,20240813,20240813,20241111,USD,NET60,FOB,DESTINATION PORT,88.5109,,,SALES03,,1000000185.0,10.0,NB,PR Item 185,WH01,67.728,PC,20240731.0,USER008,10.0,04,2.0,K,35393.57,1.0,INR,REQ00000185,,1.0,CC000012,WBS-0006,6000000001.0,1000.0,BU01,,,,,,PC0009,MFG,1000.0,1,CC000005,WBS-0014,6000000006,1000,BU05,,,,,PC0006,,1000,,1,5,2024,5000000108,1,W,40.83,L,47922.43,INR,20240108,20240108,H,121,MAT00000015,2100,0001,V000024,5000000108,2023,1,102,MAT00000029,1000,0001,BATCH33082,V000002,34.026,M,37503.52,USD,3000,CC000003,6000000013,GR Material 108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
