BELNR,GJAHR,BUZEI,EBELN,EBELP,MATNR,WERKS,MENGE,MEINS,WRBTR,TXBHW,MWSKZ,SAKTO,KOSTL,PS_PSP_PNR,AUFNR,GSBER,PRCTR,SGTXT,BUKRS,RBKPF_GJAHR,RBKPF_BUKRS,RBKPF_BLDAT,RBKPF_BUDAT,RBKPF_CPUDT,RBKPF_USNAM,RBKPF_BLART,RBKPF_LIFNR,RBKPF_WAERS,RBKPF_WRBTR,RBKPF_RMWWR,RBKPF_XBLNR,RBKPF_BKTXT,RBKPF_ZFBDT,RBKPF_ZTERM,RBKPF_ZLSCH,RBKPF_BVTYP,RBKPF_STBLG,RBKPF_STJAH,LIFNR,BSEG_BELNR,BSEG_GJAHR,BSEG_BUZEI,BSEG_KOART,BSEG_KUNNR,BSEG_HKONT,BSEG_KOSTL,BSEG_SAKTO,BSEG_MWSKZ,BSEG_DMBTR,BSEG_WRBTR,BSEG_WAERS,BSEG_SHKZG,BSEG_ZTERM,BSEG_ZFBDT,BSEG_SGTXT,BSEG_PRCTR,BSEG_GSBER,BKPF_BLART,BKPF_BLDAT,BKPF_BUDAT,BKPF_MONAT,BKPF_CPUDT,BKPF_USNAM,BKPF_TCODE,BKPF_BKTXT,BKPF_WAERS,BKPF_KURSF,BKPF_XBLNR,BKPF_BVTYP,BKPF_STBLG,BKPF_STJAH,BKPF_AWTYP,BKPF_AWKEY,BKPF_XSTOV,BSIK_LIFNR,BSIK_UMSKS,BSIK_UMSKZ,BSIK_BLART,BSIK_BUDAT,BSIK_BLDAT,BSIK_WAERS,BSIK_DMBTR,BSIK_WRBTR,BSIK_DMSHB,BSIK_SHKZG,BSIK_ZTERM,BSIK_ZFBDT,BSIK_REBZG,BSIK_REBZJ,BSIK_XBLNR,BSAK_LIFNR,BSAK_UMSKS,BSAK_UMSKZ,BSAK_BLART,BSAK_BUDAT,BSAK_BLDAT,BSAK_WAERS,BSAK_DMBTR,BSAK_WRBTR,BSAK_DMSHB,BSAK_SHKZG,BSAK_AUGDT,BSAK_AUGBL,BSAK_AUGJH,BSAK_XBLNR,BSAK_REBZG,REGUP_BUDAT,REGUP_LAUFI,REGUP_LAUFD,LAUFD,LAUFI,REGUH_ZBUKR,REGUH_LIFNR,REGUH_KUNNR,REGUH_EMPFG,REGUH_RZAWE,REGUH_WAERS,REGUH_RWBTR,REGUH_VALUT,REGUH_VBLNR,REGUH_VGJHR,REGUH_RBBUK,REGUH_HBKID,REGUH_HKTID,REGUH_XVORL,REGUH_XPYRT,REGUH_ABSND,REGUH_STGRD,REGUH_PRTNR,PAYR_ZBUKR,PAYR_HBKID,PAYR_HKTID,PAYR_RZAWE,PAYR_CHECT,PAYR_LIFNR,PAYR_KUNNR,VBLNR,PAYR_VGJHR,PAYR_WAERS,PAYR_RWBTR,PAYR_VALUT,PAYR_ZALDT,PAYR_XVORL,PAYR_STGRP,PAYR_PRTNR,PAYR_ABSND,PAYR_LAUFD,PAYR_LAUFI,PAYR_XSTAO,FEBEP_HBKID,FEBEP_HKTID,FEBEP_LFDNR,FEBEP_BUDAT,FEBEP_VALUT,FEBEP_WAERS,FEBEP_KWBTR,FEBEP_KWATR,FEBEP_XAUTO,FEBEP_ZUONR,FEBEP_SGTXT,FEBEP_VGEXT,FEBEP_BVTYP,FEBEP_LIFNR,FEBEP_EMPFG,FEBEP_MANDT,FEBEP_XSTBO,kpi_days_to_pay
5100000097,2023,1,4500000097,10,MAT00000034,1100,163.158,PC,271326.86,48838.83,V2,6000000025,CC000003,WBS-0008,,BU01,PC0004,Invoice line 97,1000,2024,3000,20240917,20240917,20240917,USER006,RE,V000011,USD,45823.35,45823.35,INV00000097,Vendor Invoice 97,20241017,0002,C,CHECK,,,V000011,1000000134.0,2023.0,1.0,K,,6000000007.0,CC000008,6000000022.0,V0,231069.13,231069.13,EUR,S,2/10NET30,20230621.0,BSEG Line 134,PC0010,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240108,RUN0006,20240523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-253
5100000098,2024,1,4500000098,10,MAT00000023,2100,137.541,L,540840.1,97351.22,V0,6000000029,CC000008,WBS-0013,,BU04,PC0003,Invoice line 98,2000,2025,3000,20250715,20250715,20250715,USER018,RE,V000004,USD,227645.78,227645.78,INV00000098,Vendor Invoice 98,20250814,2/10NET30,C,,,,V000004,1000000122.0,2023.0,1.0,K,,6000000027.0,CC000014,6000000009.0,V0,224319.56,224319.56,INR,S,2/10NET30,20230511.0,BSEG Line 122,PC0008,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240223,RUN0006,20241214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-508
5100000099,2025,1,4500000099,10,MAT00000007,1100,62.663,EA,88775.3,15979.55,I0,6000000002,CC000006,WBS-0014,,BU05,PC0001,Invoice line 99,3000,2023,1000,20230326,20230326,20230326,USER016,RE,V000020,USD,359444.42,359444.42,INV00000099,Vendor Invoice 99,20230425,0002,C,SEPA,,,V000020,1000000071.0,2024.0,1.0,A,C000050,6000000024.0,CC000017,6000000005.0,V1,446070.52,446070.52,USD,H,0002,20240908.0,BSEG Line 71,PC0001,BU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230104,RUN0012,20250123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81
5100000100,2025,1,4500000100,10,MAT00000045,3000,175.872,KG,496330.13,89339.42,V1,6000000030,CC000016,WBS-0008,,BU05,PC0007,Invoice line 100,3000,2025,3000,20250824,20250824,20250824,USER003,RE,V000030,USD,391936.27,391936.27,INV00000100,Vendor Invoice 100,20250923,0001,C,,,,V000030,1000000052.0,2025.0,1.0,D,,6000000020.0,CC000004,6000000011.0,V1,175285.22,175285.22,USD,H,0002,20251129.0,BSEG Line 52,PC0007,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230203,RUN0017,20250514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-933
5100000101,2024,1,4500000101,10,MAT00000027,1100,186.116,KG,21913.3,3944.39,I1,6000000022,CC000001,WBS-0025,,BU03,PC0007,Invoice line 101,2000,2024,1000,20240107,20240107,20240107,USER004,RE,V000039,USD,299181.74,299181.74,INV00000101,Vendor Invoice 101,20240206,0001,C,,1000000067.0,2023.0,V000039,1000000022.0,2024.0,1.0,K,C000010,6000000007.0,CC000003,6000000014.0,I0,488588.05,488588.05,INR,H,NET30,20250120.0,BSEG Line 22,PC0007,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20250520,RUN0002,20251008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499
5100000102,2024,1,4500000102,10,MAT00000006,2100,117.448,KG,210532.59,37895.87,V1,6000000008,CC000010,WBS-0002,,BU03,PC0009,Invoice line 102,1000,2023,1000,20231026,20231026,20231026,USER010,RE,V000038,EUR,463330.51,463330.51,INV00000102,Vendor Invoice 102,20231125,0002,C,,1000000127.0,2024.0,V000038,1000000180.0,2023.0,1.0,S,,6000000003.0,CC000007,6000000028.0,V2,282908.33,282908.33,EUR,H,2/10NET30,20230716.0,BSEG Line 180,PC0010,BU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240123,RUN0005,20240123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
5100000103,2024,1,4500000103,10,MAT00000026,2000,190.968,PC,812656.69,146278.2,I0,6000000020,CC000005,WBS-0010,,BU04,PC0010,Invoice line 103,1000,2023,3000,20230524,20230524,20230524,USER013,RE,V000033,USD,22453.26,22453.26,INV00000103,Vendor Invoice 103,20230623,0001,C,SEPA,1000000033.0,2023.0,V000033,1000000007.0,2025.0,1.0,S,C000024,6000000015.0,CC000004,6000000020.0,V1,398011.37,398011.37,USD,H,NET30,20260104.0,BSEG Line 7,PC0002,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230809,RUN0003,20241016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
5100000104,2024,1,4500000104,10,MAT00000036,3000,68.511,L,199165.59,35849.81,V0,6000000024,CC000015,WBS-0014,,BU01,PC0004,Invoice line 104,1000,2023,3000,20230831,20230831,20230831,USER017,RE,V000007,USD,435356.23,435356.23,INV00000104,Vendor Invoice 104,20230930,NET60,C,,,,V000007,1000000065.0,2025.0,1.0,A,C000043,6000000027.0,CC000014,6000000019.0,I1,414450.86,414450.86,USD,H,NET30,20250228.0,BSEG Line 65,PC0007,BU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230926,RUN0013,20250729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
5100000105,2024,1,4500000105,10,MAT00000021,1000,31.104,KG,9980.03,1796.41,V0,6000000016,CC000010,WBS-0009,,BU03,PC0007,Invoice line 105,3000,2023,2000,20230401,20230401,20230401,USER005,RE,V000026,USD,388068.09,388068.09,INV00000105,Vendor Invoice 105,20230501,2/10NET30,C,,,,V000026,1000000033.0,2024.0,1.0,A,,6000000010.0,CC000013,6000000002.0,V1,206696.71,206696.71,USD,S,NET60,20240601.0,BSEG Line 33,PC0001,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230621,RUN0006,20250506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
5100000106,2024,1,4500000106,10,MAT00000019,2100,91.346,KG,208874.5,37597.41,I0,6000000030,CC000014,WBS-0009,ORD724719,BU04,PC0010,Invoice line 106,2000,2023,2000,20230302,20230302,20230302,USER004,RE,V000034,USD,309695.05,309695.05,INV00000106,Vendor Invoice 106,20230401,NET30,C,SEPA,,,V000034,1000000020.0,2024.0,1.0,S,,6000000024.0,CC000003,6000000029.0,I0,445539.13,445539.13,EUR,H,0001,20241007.0,BSEG Line 20,PC0009,BU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230627,RUN0016,20240327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117
5100000107,2025,1,4500000107,10,MAT00000007,1100,11.139,L,17410.48,3133.89,V1,6000000028,CC000003,WBS-0024,,BU03,PC0004,Invoice line 107,3000,2023,1000,20231010,20231010,20231010,USER010,RE,V000007,EUR,194040.83,194040.83,INV00000107,Vendor Invoice 107,20231109,0001,C,,,,V000007,1000000045.0,2023.0,1.0,D,,6000000001.0,CC000017,6000000025.0,V0,185848.47,185848.47,USD,S,0002,20231201.0,BSEG Line 45,PC0006,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230926,RUN0013,20250729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14
5100000108,2025,1,4500000108,10,MAT00000023,2000,91.781,KG,327215.79,58898.84,I0,6000000003,CC000001,WBS-0010,ORD217108,BU03,PC0001,Invoice line 108,1000,2024,1000,20240414,20240414,20240414,USER013,RE,V000012,USD,312757.91,312757.91,INV00000108,Vendor Invoice 108,20240514,0001,C,,,,V000012,1000000121.0,2025.0,1.0,S,C000012,6000000018.0,CC000006,6000000020.0,V1,13909.99,13909.99,USD,H,2/10NET30,20250628.0,BSEG Line 121,PC0001,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230105,RUN0008,20230105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-465
5100000109,2025,1,4500000109,10,MAT00000010,2000,163.629,M,765433.55,137778.04,V2,6000000007,CC000001,WBS-0021,,BU05,PC0001,Invoice line 109,1000,2024,2000,20240302,20240302,20240302,USER018,RE,V000040,INR,73981.36,73981.36,INV00000109,Vendor Invoice 109,20240401,NET60,C,DTAZV,,,V000040,1000000198.0,2024.0,1.0,A,,6000000021.0,CC000009,6000000019.0,V0,110403.17,110403.17,USD,H,NET60,20240420.0,BSEG Line 198,PC0004,BU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240911,RUN0017,20250822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193
5100000110,2025,1,4500000110,10,MAT00000024,2000,148.053,L,677004.91,121860.88,I1,6000000001,CC000002,WBS-0004,,BU01,PC0009,Invoice line 110,3000,2024,2000,20240716,20240716,20240716,USER006,RE,V000010,EUR,83854.74,83854.74,INV00000110,Vendor Invoice 110,20240815,0001,C,,,,V000010,1000000102.0,2024.0,1.0,K,,6000000012.0,CC000019,6000000013.0,I0,236451.67,236451.67,USD,S,0001,20240918.0,BSEG Line 102,PC0008,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230610,RUN0002,20250513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-402
5100000111,2024,1,4500000111,10,MAT00000034,2000,69.108,KG,326876.0,58837.68,V0,6000000014,CC000011,WBS-0004,,BU03,PC0007,Invoice line 111,2000,2024,1000,20240923,20240923,20240923,USER017,RE,V000029,INR,177872.69,177872.69,INV00000111,Vendor Invoice 111,20241023,0002,C,,,,V000029,1000000009.0,2024.0,1.0,A,,6000000026.0,CC000015,6000000012.0,I0,362033.97,362033.97,USD,S,NET60,20241007.0,BSEG Line 9,PC0008,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230422,RUN0015,20240302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-520
5100000112,2024,1,4500000112,10,MAT00000005,2000,163.498,KG,789625.04,142132.51,I0,6000000027,CC000016,WBS-0020,ORD474597,BU03,PC0001,Invoice line 112,1000,2024,1000,20240923,20240923,20240923,USER019,RE,V000026,USD,231722.96,231722.96,INV00000112,Vendor Invoice 112,20241023,0002,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230621,RUN0006,20250506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-460
5100000113,2024,1,4500000113,10,MAT00000059,2100,110.233,EA,343397.84,61811.61,I1,6000000016,CC000013,WBS-0026,ORD867457,BU05,PC0010,Invoice line 113,1000,2024,2000,20240428,20240428,20240428,USER015,RE,V000028,USD,313338.4,313338.4,INV00000113,Vendor Invoice 113,20240528,NET60,C,SEPA,,,V000028,1000000108.0,2025.0,1.0,K,,6000000009.0,CC000005,6000000002.0,V2,199514.37,199514.37,EUR,H,NET60,20251209.0,BSEG Line 108,PC0005,BU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230416,RUN0002,20240223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-378
5100000114,2024,1,4500000114,10,MAT00000025,3000,19.159,L,25241.02,4543.38,V0,6000000019,CC000008,WBS-0026,,BU03,PC0004,Invoice line 114,3000,2024,2000,20240716,20240716,20240716,USER007,RE,V000032,EUR,226239.71,226239.71,INV00000114,Vendor Invoice 114,20240815,NET30,C,SEPA,1000000059.0,2023.0,V000032,1000000028.0,2023.0,1.0,S,,6000000016.0,CC000007,6000000001.0,V1,282526.12,282526.12,EUR,H,NET60,20230224.0,BSEG Line 28,PC0009,BU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230416,RUN0019,20231203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-457
5100000115,2023,1,4500000115,10,MAT00000043,2100,86.519,KG,412008.67,74161.56,V0,6000000016,CC000006,WBS-0030,,BU04,PC0006,Invoice line 115,2000,2024,3000,20240808,20240808,20240808,USER005,RE,V000029,EUR,376711.65,376711.65,INV00000115,Vendor Invoice 115,20240907,0001,C,DTAZV,,,V000029,1000000009.0,2024.0,1.0,A,,6000000026.0,CC000015,6000000012.0,I0,362033.97,362033.97,USD,S,NET60,20241007.0,BSEG Line 9,PC0008,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230422,RUN0015,20240302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-474
5100000116,2023,1,4500000116,10,MAT00000019,2000,174.164,M,533244.89,95984.08,I1,6000000016,CC000012,WBS-0015,,BU01,PC0008,Invoice line 116,3000,2024,3000,20240503,20240503,20240503,USER016,RE,V000013,USD,166714.69,166714.69,INV00000116,Vendor Invoice 116,20240602,NET60,C,,,,V000013,1000000023.0,2023.0,1.0,D,,6000000014.0,CC000008,6000000011.0,I0,447155.06,447155.06,INR,S,0002,20230830.0,BSEG Line 23,PC0003,BU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20231216,RUN0001,20240109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-139
5100000117,2025,1,4500000117,10,MAT00000038,2000,185.067,M,648154.6,116667.83,I1,6000000002,CC000017,WBS-0017,,BU02,PC0009,Invoice line 117,1000,2025,3000,20251215,20251215,20251215,USER006,RE,V000023,EUR,462447.84,462447.84,INV00000117,Vendor Invoice 117,20260114,0001,C,SEPA,,,V000023,1000000147.0,2025.0,1.0,S,,6000000013.0,CC000020,6000000030.0,I1,148063.72,148063.72,INR,H,NET60,20251010.0,BSEG Line 147,PC0008,BU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230711,RUN0009,20231226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-888
5100000118,2025,1,4500000118,10,MAT00000025,1000,14.751,KG,24987.6,4497.77,V0,6000000014,CC000002,WBS-0004,,BU02,PC0008,Invoice line 118,2000,2023,1000,20231219,20231219,20231219,USER010,RE,V000029,EUR,426928.59,426928.59,INV00000118,Vendor Invoice 118,20240118,NET60,C,,,,V000029,1000000009.0,2024.0,1.0,A,,6000000026.0,CC000015,6000000012.0,I0,362033.97,362033.97,USD,S,NET60,20241007.0,BSEG Line 9,PC0008,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230422,RUN0015,20240302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-241
5100000119,2023,1,4500000119,10,MAT00000031,3000,46.028,KG,211745.83,38114.25,I0,6000000003,CC000002,WBS-0012,,BU04,PC0005,Invoice line 119,2000,2023,1000,20230424,20230424,20230424,USER014,RE,V000010,USD,32086.74,32086.74,INV00000119,Vendor Invoice 119,20230524,NET30,C,SEPA,,,V000010,1000000002.0,2025.0,1.0,D,,6000000010.0,CC000009,6000000022.0,I1,143255.8,143255.8,EUR,S,NET60,20251227.0,BSEG Line 2,PC0005,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230610,RUN0002,20250513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
5100000120,2025,1,4500000120,10,MAT00000060,3000,199.55,M,688056.38,123850.15,V1,6000000023,CC000013,WBS-0025,,BU01,PC0008,Invoice line 120,3000,2023,3000,20230915,20230915,20230915,USER004,RE,V000004,INR,434159.73,434159.73,INV00000120,Vendor Invoice 120,20231015,2/10NET30,C,CHECK,,,V000004,1000000074.0,2025.0,1.0,D,,6000000025.0,CC000018,6000000012.0,I0,269487.32,269487.32,USD,S,NET30,20251107.0,BSEG Line 74,PC0009,BU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240223,RUN0006,20241214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161
5100000121,2023,1,4500000121,10,MAT00000004,1100,53.274,L,131343.32,23641.8,V1,6000000021,CC000008,WBS-0016,,BU01,PC0009,Invoice line 121,2000,2025,2000,20250507,20250507,20250507,USER013,RE,V000029,INR,286315.08,286315.08,INV00000121,Vendor Invoice 121,20250606,0001,C,,,,V000029,1000000009.0,2024.0,1.0,A,,6000000026.0,CC000015,6000000012.0,I0,362033.97,362033.97,USD,S,NET60,20241007.0,BSEG Line 9,PC0008,BU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230422,RUN0015,20240302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-746
5100000122,2025,1,4500000122,10,MAT00000012,3000,63.576,L,53185.77,9573.44,I1,6000000002,CC000020,WBS-0006,ORD138390,BU05,PC0006,Invoice line 122,1000,2023,2000,20230127,20230127,20230127,USER005,RE,V000016,INR,488621.53,488621.53,INV00000122,Vendor Invoice 122,20230226,NET60,C,DTAZV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230528,RUN0010,20250815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121
5100000123,2023,1,4500000123,10,MAT00000033,3000,44.487,PC,24664.04,4439.53,V1,6000000026,CC000015,WBS-0007,,BU04,PC0002,Invoice line 123,2000,2024,2000,20240626,20240626,20240626,USER020,RE,V000022,INR,129057.26,129057.26,INV00000123,Vendor Invoice 123,20240726,NET60,C,,,,V000022,1000000087.0,2023.0,1.0,A,,6000000009.0,CC000012,6000000025.0,V0,225799.52,225799.52,EUR,S,NET30,20230312.0,BSEG Line 87,PC0005,BU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230122,RUN0017,20230122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-521
5100000124,2023,1,4500000124,10,MAT00000003,3000,120.528,M,565126.87,101722.84,I0,6000000019,CC000008,WBS-0006,ORD657075,BU04,PC0002,Invoice line 124,2000,2023,2000,20230805,20230805,20230805,USER015,RE,V000003,EUR,217294.32,217294.32,INV00000124,Vendor Invoice 124,20230904,NET60,C,,,,V000003,1000000035.0,2023.0,1.0,K,C000020,6000000001.0,CC000014,6000000004.0,V0,82518.08,82518.08,INR,H,2/10NET30,20231212.0,BSEG Line 35,PC0004,BU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230416,RUN0006,20250902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111
5100000125,2023,1,4500000125,10,MAT00000059,1100,186.073,EA,231327.81,41639.01,V2,6000000026,CC000006,WBS-0007,,BU05,PC0001,Invoice line 125,1000,2025,1000,20250203,20250203,20250203,USER020,RE,V000004,EUR,378082.22,378082.22,INV00000125,Vendor Invoice 125,20250305,NET60,C,,,,V000004,1000000046.0,2024.0,1.0,S,,6000000010.0,CC000009,6000000003.0,I0,145233.05,145233.05,INR,H,NET60,20241020.0,BSEG Line 46,PC0005,BU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240223,RUN0006,20241214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-346
5100000126,2025,1,4500000126,10,MAT00000008,1000,31.966,EA,45873.13,8257.16,I0,6000000001,CC000020,WBS-0008,ORD874562,BU02,PC0008,Invoice line 126,3000,2023,3000,20230228,20230228,20230228,USER011,RE,V000020,EUR,384904.8,384904.8,INV00000126,Vendor Invoice 126,20230330,0002,C,CHECK,,,V000020,1000000071.0,2024.0,1.0,A,C000050,6000000024.0,CC000017,6000000005.0,V1,446070.52,446070.52,USD,H,0002,20240908.0,BSEG Line 71,PC0001,BU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20230104,RUN0012,20250123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55
5100000127,2025,1,4500000127,10,MAT00000021,2000,174.71,M,166502.12,29970.38,V0,6000000005,CC000012,WBS-0023,ORD515461,BU04,PC0007,Invoice line 127,2000,2024,1000,20240310,20240310,20240310,USER007,RE,V000008,USD,375865.82,375865.82,INV00000127,Vendor Invoice 127,20240409,NET60,C,DTAZV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240117,RUN0001,20240214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53
5100000128,2025,1,4500000128,10,MAT00000027,2000,137.542,M,392020.83,70563.75,V0,6000000009,CC000020,WBS-0007,,BU05,PC0002,Invoice line 128,3000,2024,1000,20241201,20241201,20241201,USER008,RE,V000008,EUR,430009.16,430009.16,INV00000128,Vendor Invoice 128,20241231,NET30,C,CHECK,1000000162.0,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240117,RUN0001,20240214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-319
5100000129,2024,1,4500000129,10,MAT00000055,3000,118.9,L,501845.99,90332.28,V2,6000000002,CC000010,WBS-0011,ORD360704,BU02,PC0008,Invoice line 129,3000,2025,3000,20250420,20250420,20250420,USER020,RE,V000008,USD,173035.67,173035.67,INV00000129,Vendor Invoice 129,20250520,0002,C,DTAZV,1000000045.0,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240117,RUN0001,20240214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-459
