LIFNR,NAME1,NAME2,ORT01,LAND1,STRAS,PSTLZ,REGIO,TELF1,TELFX,KTOKK,SPRAS,STCD1,STCD2,XCPDK,LOEVM,SPERR,SPERZ,BEGRU,ERDAT,BUKRS,AKONT,ZTERM,ZWELS,REPRF,VRSZL,KULTG,MINDK,ZINDT,ALTKN,PERNR,DATLZ,LNRZA,XVERR,TOGRU,TLFXS,STCD3,UZAWE,EKVBD,EKORG,WAERS,ZTERM_LFM1,INCO1,INCO2,MINBW,KZRET,LFABC,VRFKZ,LIEFF,WMFST,WEBRE,XERSY,XNBWY,PLIFZ,DISPO,RDPRF,MEGRU,UNLOADING_POINT,dim_entity_type,MATNR,ERSDA,ERNAM,LAEDA,AENAM,MTART,MBRSH,MATKL,BISMT,MEINS,BSTME,ZEINR,ZEIVR,ZEIFO,AESZN,BLANZ,LABOR,EKWSL,BRGEW,NTGEW,WERKS,PSTAT,LVORM,BWTTY,MTVFP,DISMM,DISLS,BERID,MABST,MINBE,EISBE,MTVLP,WEBAZ,LGPRO,LGFSB,RGEKZ,FEVOR,INFNR,IDNLF,MAHN1,MAHN2,MAHN3,TXZ01,MAKTX,UMREZ,UMREN,LMEIN,LTSNR,NORMT,VERKF,VREPZ,NETPR,EKORG_EINE,ESOKZ,NETPR_EINE,PEINH,BPRME,PRDAT,EKGRP,MWSKZ,UEBTO,UNTTO,BSTMA,BSTMI
V000029,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,2000.0,USD,,DDP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000008,,,,,,,,,M,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000056,VND00000056,14.0,21.0,45.0,Info Record Material 56,Material Description 56,1.0,1.0,L,SN0000000056,ISO,SALES03,34.0,19506.77,1000.0,0.0,2778.29,1.0,PC,20231030.0,1.0,V1,6.2,2.6,1377.193,8.809
V000034,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,1000.0,USD,,DDP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000044,,,,,,,,,L,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000057,VND00000057,10.0,21.0,30.0,Info Record Material 57,Material Description 57,1.0,1.0,L,SN0000000057,ISO,SALES05,73.0,27262.56,3000.0,0.0,8080.54,1.0,M,20230728.0,20.0,I1,0.4,3.2,2550.126,37.87
V000030,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,2000.0,INR,,DDP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000020,,,,,,,,,KG,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000058,VND00000058,7.0,14.0,30.0,Info Record Material 58,Material Description 58,1.0,1.0,M,SN0000000058,ISO,SALES06,79.0,26038.13,3000.0,0.0,13148.52,1.0,M,20240222.0,2.0,V0,8.1,1.0,2088.103,13.971
V000028,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,2000.0,INR,,DAP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000013,,,,,,,,,M,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000059,VND00000059,7.0,21.0,30.0,Info Record Material 59,Material Description 59,1.0,1.0,M,SN0000000059,ISO,SALES01,1.0,33621.1,3000.0,0.0,3568.3,1.0,KG,20230328.0,20.0,V0,7.9,1.0,4371.82,33.8
V000040,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,2000.0,EUR,,FOB,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000042,,,,,,,,,PC,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000060,VND00000060,10.0,14.0,28.0,Info Record Material 60,Material Description 60,1.0,1.0,KG,SN0000000060,ANSI,SALES08,85.0,18686.48,3000.0,0.0,17293.28,1.0,L,20250103.0,20.0,I0,6.9,2.4,2309.454,17.512
V000021,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,1000.0,INR,,CIF,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000052,,,,,,,,,EA,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000061,VND00000061,7.0,28.0,28.0,Info Record Material 61,Material Description 61,1.0,1.0,M,SN0000000061,JIS,SALES02,30.0,14777.86,1000.0,0.0,34317.47,1.0,M,20230501.0,3.0,I1,1.1,1.0,4499.905,32.711
V000024,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,2000.0,INR,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000041,,,,,,,,,PC,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000062,VND00000062,10.0,21.0,28.0,Info Record Material 62,Material Description 62,1.0,1.0,PC,SN0000000062,ANSI,SALES05,3.0,17808.25,2000.0,0.0,44155.88,1.0,L,20231212.0,2.0,V1,0.0,0.5,1961.38,36.347
V000022,,,,,,,,,,,EN,,,,,,,,,,,0002,,,,,,,,,,,,,,,,,3000.0,EUR,,FOB,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000051,,,,,,,,,KG,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000063,VND00000063,10.0,28.0,45.0,Info Record Material 63,Material Description 63,1.0,1.0,L,SN0000000063,DIN,SALES07,49.0,10868.79,2000.0,0.0,27971.19,1.0,M,20240519.0,10.0,I1,8.8,1.5,4245.27,48.54
V000033,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,2000.0,EUR,,EXW,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000058,,,,,,,,,PC,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000064,VND00000064,10.0,28.0,45.0,Info Record Material 64,Material Description 64,1.0,1.0,L,SN0000000064,DIN,SALES05,28.0,17841.31,3000.0,0.0,3006.38,1.0,KG,20251021.0,10.0,V1,0.0,4.8,1484.621,41.892
V000024,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,2000.0,INR,,FOB,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000035,,,,,,,,,KG,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000065,VND00000065,10.0,21.0,30.0,Info Record Material 65,Material Description 65,1.0,1.0,EA,SN0000000065,ANSI,SALES05,63.0,36708.24,1000.0,0.0,3473.57,1.0,EA,20231106.0,10.0,V2,4.9,4.9,1607.925,42.453
V000026,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,2000.0,INR,,CIF,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000059,,,,,,,,,KG,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000066,VND00000066,7.0,14.0,28.0,Info Record Material 66,Material Description 66,1.0,1.0,EA,SN0000000066,ISO,SALES06,57.0,37352.17,1000.0,0.0,42883.84,1.0,PC,20240826.0,3.0,I0,4.6,3.9,4524.132,46.101
V000010,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,1000.0,USD,,FOB,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000031,,,,,,,,,PC,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000067,VND00000067,7.0,21.0,28.0,Info Record Material 67,Material Description 67,1.0,1.0,EA,SN0000000067,JIS,SALES07,17.0,33124.96,3000.0,0.0,31685.31,1.0,EA,20241110.0,3.0,V1,8.3,2.7,1069.557,27.873
V000039,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,3000.0,INR,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000034,,,,,,,,,PC,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000068,VND00000068,14.0,21.0,45.0,Info Record Material 68,Material Description 68,1.0,1.0,PC,SN0000000068,ANSI,SALES07,43.0,41684.76,3000.0,0.0,31735.57,1.0,KG,20231013.0,10.0,V1,4.5,2.4,509.793,1.045
V000003,,,,,,,,,,,EN,,,,,,,,,,,0002,,,,,,,,,,,,,,,,,1000.0,INR,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000052,,,,,,,,,PC,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000069,VND00000069,10.0,14.0,45.0,Info Record Material 69,Material Description 69,1.0,1.0,PC,SN0000000069,,SALES02,33.0,34711.56,2000.0,0.0,35497.69,1.0,L,20231219.0,10.0,V2,2.1,2.3,2466.215,9.236
V000033,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,3000.0,INR,,FOB,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000059,,,,,,,,,EA,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000070,VND00000070,14.0,14.0,28.0,Info Record Material 70,Material Description 70,1.0,1.0,L,SN0000000070,,SALES02,87.0,43115.19,2000.0,0.0,24455.47,1.0,PC,20251112.0,10.0,V0,5.9,3.5,4854.886,44.106
V000038,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,3000.0,EUR,,EXW,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000050,,,,,,,,,L,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000071,VND00000071,14.0,21.0,28.0,Info Record Material 71,Material Description 71,1.0,1.0,M,SN0000000071,ISO,SALES06,21.0,43903.22,3000.0,0.0,25235.04,1.0,L,20251021.0,10.0,I0,2.0,3.7,2927.235,32.671
V000034,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,1000.0,EUR,,DDP,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000024,,,,,,,,,M,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000072,VND00000072,7.0,14.0,45.0,Info Record Material 72,Material Description 72,1.0,1.0,PC,SN0000000072,ANSI,SALES02,73.0,34601.1,3000.0,0.0,45482.19,1.0,M,20250624.0,3.0,V2,5.9,1.8,3997.987,31.553
V000009,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,3000.0,EUR,,CIF,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000027,,,,,,,,,EA,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000073,VND00000073,7.0,28.0,45.0,Info Record Material 73,Material Description 73,1.0,1.0,KG,SN0000000073,DIN,SALES02,75.0,35717.11,3000.0,0.0,1217.67,1.0,M,20241231.0,20.0,I0,5.4,1.6,1336.338,36.052
V000040,,,,,,,,,,,EN,,,,,,,,,,,0002,,,,,,,,,,,,,,,,,1000.0,EUR,,DDP,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000052,,,,,,,,,KG,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000074,VND00000074,7.0,14.0,28.0,Info Record Material 74,Material Description 74,1.0,1.0,L,SN0000000074,ISO,SALES04,6.0,15678.14,2000.0,0.0,30532.99,1.0,M,20250226.0,3.0,I0,6.2,1.8,3422.158,2.356
V000006,,,,,,,,,,,EN,,,,,,,,,,,0002,,,,,,,,,,,,,,,,,1000.0,USD,,DDP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000003,,,,,,,,,EA,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000075,VND00000075,7.0,28.0,30.0,Info Record Material 75,Material Description 75,1.0,1.0,KG,SN0000000075,,SALES01,84.0,24766.12,3000.0,0.0,29508.98,1.0,KG,20241114.0,3.0,V0,8.6,0.6,1562.355,33.348
V000007,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,2000.0,INR,,DDP,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000039,,,,,,,,,M,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000076,VND00000076,14.0,28.0,30.0,Info Record Material 76,Material Description 76,1.0,1.0,PC,SN0000000076,ANSI,SALES08,54.0,4177.81,3000.0,0.0,31382.43,1.0,M,20230612.0,3.0,I1,3.9,4.2,3639.937,49.411
V000030,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,3000.0,INR,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000059,,,,,,,,,EA,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000077,VND00000077,10.0,28.0,30.0,Info Record Material 77,Material Description 77,1.0,1.0,L,SN0000000077,ISO,SALES07,25.0,15474.92,1000.0,0.0,2690.64,1.0,L,20230224.0,3.0,V2,0.1,2.8,3529.168,36.409
V000020,,,,,,,,,,,EN,,,,,,,,,,,0002,,,,,,,,,,,,,,,,,2000.0,INR,,FOB,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000034,,,,,,,,,L,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000078,VND00000078,14.0,14.0,30.0,Info Record Material 78,Material Description 78,1.0,1.0,PC,SN0000000078,ANSI,SALES02,13.0,21644.39,2000.0,0.0,37758.45,1.0,EA,20250214.0,10.0,V0,4.6,1.4,1402.637,27.193
V000029,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,3000.0,INR,,DDP,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000025,,,,,,,,,M,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000079,VND00000079,14.0,14.0,28.0,Info Record Material 79,Material Description 79,1.0,1.0,L,SN0000000079,,SALES04,36.0,47269.86,3000.0,0.0,37259.49,1.0,M,20250903.0,2.0,I1,3.0,3.5,1370.07,12.882
V000010,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,2000.0,INR,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000060,,,,,,,,,KG,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000080,VND00000080,7.0,21.0,30.0,Info Record Material 80,Material Description 80,1.0,1.0,KG,SN0000000080,ISO,SALES09,19.0,47767.42,1000.0,0.0,32334.42,1.0,L,20250305.0,10.0,I0,3.6,0.3,3719.963,10.898
V000032,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,3000.0,USD,,EXW,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000049,,,,,,,,,M,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000081,VND00000081,10.0,14.0,30.0,Info Record Material 81,Material Description 81,1.0,1.0,KG,SN0000000081,ISO,SALES01,18.0,18391.41,1000.0,0.0,36979.66,1.0,PC,20231220.0,1.0,V0,7.4,3.6,4751.643,24.217
V000035,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,3000.0,INR,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000008,,,,,,,,,PC,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000082,VND00000082,14.0,14.0,45.0,Info Record Material 82,Material Description 82,1.0,1.0,KG,SN0000000082,JIS,SALES09,68.0,27305.61,3000.0,0.0,15429.85,1.0,L,20241002.0,3.0,V1,5.3,0.9,353.358,2.549
V000019,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,1000.0,EUR,,CIF,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000047,,,,,,,,,KG,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000083,VND00000083,7.0,28.0,30.0,Info Record Material 83,Material Description 83,1.0,1.0,EA,SN0000000083,JIS,SALES09,32.0,36248.83,3000.0,0.0,13968.99,1.0,EA,20231102.0,20.0,I1,1.3,3.8,742.458,44.125
V000015,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,1000.0,USD,,FOB,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000030,,,,,,,,,M,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000084,VND00000084,7.0,14.0,45.0,Info Record Material 84,Material Description 84,1.0,1.0,L,SN0000000084,ANSI,SALES04,38.0,37564.75,2000.0,0.0,4633.18,1.0,M,20251028.0,20.0,V2,5.6,0.1,3570.131,19.654
V000023,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,1000.0,USD,,EXW,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000041,,,,,,,,,PC,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000085,VND00000085,10.0,14.0,45.0,Info Record Material 85,Material Description 85,1.0,1.0,L,SN0000000085,JIS,SALES08,63.0,44452.32,2000.0,0.0,6145.99,1.0,L,20250802.0,2.0,I1,2.5,0.5,300.717,15.441
V000005,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,2000.0,INR,,FOB,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000034,,,,,,,,,M,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000086,VND00000086,14.0,28.0,28.0,Info Record Material 86,Material Description 86,1.0,1.0,EA,SN0000000086,JIS,SALES10,54.0,2644.88,2000.0,0.0,23453.33,1.0,PC,20250528.0,20.0,V1,6.2,3.5,3278.345,27.702
V000020,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,1000.0,USD,,CIF,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000008,,,,,,,,,EA,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000087,VND00000087,10.0,14.0,28.0,Info Record Material 87,Material Description 87,1.0,1.0,M,SN0000000087,ANSI,SALES03,44.0,24741.04,2000.0,0.0,21436.42,1.0,EA,20251107.0,1.0,I1,0.7,0.4,4138.113,18.24
V000012,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,3000.0,USD,,CIF,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000044,,,,,,,,,PC,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000088,VND00000088,10.0,28.0,28.0,Info Record Material 88,Material Description 88,1.0,1.0,M,SN0000000088,ANSI,SALES04,64.0,15166.51,2000.0,0.0,34629.44,1.0,KG,20250208.0,3.0,V0,7.3,2.0,3488.508,16.2
V000034,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,3000.0,EUR,,FOB,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000003,,,,,,,,,KG,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000089,VND00000089,10.0,14.0,28.0,Info Record Material 89,Material Description 89,1.0,1.0,M,SN0000000089,ANSI,SALES01,25.0,14018.3,1000.0,0.0,16014.42,1.0,KG,20230501.0,2.0,V2,9.9,3.4,894.528,43.054
V000007,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,1000.0,INR,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000022,,,,,,,,,PC,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000090,VND00000090,14.0,14.0,45.0,Info Record Material 90,Material Description 90,1.0,1.0,EA,SN0000000090,ISO,SALES08,70.0,44064.1,3000.0,0.0,48084.59,1.0,EA,20230620.0,3.0,I1,7.6,2.3,4787.12,28.347
V000012,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,2000.0,EUR,,FOB,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000046,,,,,,,,,KG,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000091,VND00000091,7.0,21.0,28.0,Info Record Material 91,Material Description 91,1.0,1.0,KG,SN0000000091,ISO,SALES09,88.0,17994.63,1000.0,0.0,24697.86,1.0,PC,20230804.0,1.0,I1,2.3,0.4,2448.271,6.803
V000023,,,,,,,,,,,EN,,,,,,,,,,,0002,,,,,,,,,,,,,,,,,2000.0,INR,,FOB,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000034,,,,,,,,,PC,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000092,VND00000092,10.0,14.0,45.0,Info Record Material 92,Material Description 92,1.0,1.0,PC,SN0000000092,ISO,SALES02,35.0,10417.52,3000.0,0.0,12355.81,1.0,PC,20230714.0,3.0,V0,10.0,1.7,3745.968,23.76
V000009,,,,,,,,,,,EN,,,,,,,,,,,0002,,,,,,,,,,,,,,,,,1000.0,INR,,CIF,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000035,,,,,,,,,L,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000093,VND00000093,10.0,28.0,28.0,Info Record Material 93,Material Description 93,1.0,1.0,PC,SN0000000093,DIN,SALES05,86.0,42229.32,3000.0,0.0,46808.0,1.0,KG,20240725.0,20.0,I0,2.7,2.8,3939.68,37.663
V000034,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,2000.0,USD,,DDP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000050,,,,,,,,,EA,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000094,VND00000094,14.0,14.0,30.0,Info Record Material 94,Material Description 94,1.0,1.0,KG,SN0000000094,DIN,SALES02,87.0,35960.21,2000.0,0.0,41224.76,1.0,PC,20240201.0,2.0,I0,2.4,4.9,4304.454,40.132
V000027,,,,,,,,,,,EN,,,,,,,,,,,0001,,,,,,,,,,,,,,,,,1000.0,EUR,,DDP,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000015,,,,,,,,,KG,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000095,VND00000095,14.0,21.0,30.0,Info Record Material 95,Material Description 95,1.0,1.0,PC,SN0000000095,,SALES08,17.0,36566.62,3000.0,0.0,48120.04,1.0,PC,20230924.0,20.0,V2,3.3,0.1,2938.917,13.407
V000021,,,,,,,,,,,EN,,,,,,,,,,,0002,,,,,,,,,,,,,,,,,3000.0,USD,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000032,,,,,,,,,EA,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000096,VND00000096,7.0,14.0,45.0,Info Record Material 96,Material Description 96,1.0,1.0,M,SN0000000096,ISO,SALES09,22.0,37958.77,3000.0,0.0,26616.16,1.0,KG,20230602.0,1.0,V2,3.6,2.2,1942.133,46.158
V000015,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,1000.0,EUR,,CIF,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000043,,,,,,,,,M,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000097,VND00000097,7.0,14.0,30.0,Info Record Material 97,Material Description 97,1.0,1.0,KG,SN0000000097,DIN,SALES10,47.0,24966.46,3000.0,0.0,12129.39,1.0,M,20250710.0,10.0,I0,3.1,0.7,1460.255,2.613
V000008,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,1000.0,EUR,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000025,,,,,,,,,EA,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,INFO000098,VND00000098,10.0,28.0,30.0,Info Record Material 98,Material Description 98,1.0,1.0,M,SN0000000098,DIN,SALES02,56.0,45168.82,1000.0,0.0,14186.62,1.0,KG,20250121.0,3.0,V1,0.4,0.2,3139.988,25.471
V000020,,,,,,,,,,,EN,,,,,,,,,,,NET60,,,,,,,,,,,,,,,,,1000.0,EUR,,FOB,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000046,,,,,,,,,EA,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,INFO000099,VND00000099,10.0,21.0,45.0,Info Record Material 99,Material Description 99,1.0,1.0,L,SN0000000099,DIN,SALES10,29.0,25003.92,2000.0,0.0,32384.36,1.0,M,20250820.0,1.0,V2,9.0,3.6,3040.821,30.323
V000037,,,,,,,,,,,EN,,,,,,,,,,,2/10NET30,,,,,,,,,,,,,,,,,2000.0,INR,,FOB,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000018,,,,,,,,,L,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000100,VND00000100,14.0,14.0,30.0,Info Record Material 100,Material Description 100,1.0,1.0,KG,SN0000000100,JIS,SALES05,24.0,21507.26,1000.0,0.0,25762.6,1.0,L,20250406.0,20.0,I0,8.1,2.9,4732.937,11.44
V000014,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,1000.0,INR,,EXW,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000055,,,,,,,,,KG,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,INFO000101,VND00000101,10.0,14.0,30.0,Info Record Material 101,Material Description 101,1.0,1.0,KG,SN0000000101,DIN,SALES08,15.0,30490.86,1000.0,0.0,36348.9,1.0,PC,20241104.0,1.0,V0,3.7,3.3,2695.891,33.577
V000039,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,1000.0,USD,,EXW,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000045,,,,,,,,,L,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000102,VND00000102,14.0,28.0,30.0,Info Record Material 102,Material Description 102,1.0,1.0,M,SN0000000102,JIS,SALES09,13.0,17717.25,3000.0,0.0,44395.9,1.0,M,20251114.0,10.0,V2,2.8,1.1,2999.121,8.858
V000015,,,,,,,,,,,EN,,,,,,,,,,,0002,,,,,,,,,,,,,,,,,2000.0,USD,,DDP,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000059,,,,,,,,,PC,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,INFO000103,VND00000103,10.0,14.0,28.0,Info Record Material 103,Material Description 103,1.0,1.0,KG,SN0000000103,JIS,SALES08,62.0,35111.69,3000.0,0.0,44905.73,1.0,EA,20241002.0,10.0,I0,1.8,2.6,979.868,39.583
V000013,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,3000.0,USD,,DDP,DESTINATION,,,,,,,X,X,,,,,,,purchasing_info,MAT00000014,,,,,,,,,PC,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000104,VND00000104,14.0,14.0,45.0,Info Record Material 104,Material Description 104,1.0,1.0,L,SN0000000104,,SALES05,28.0,32510.98,3000.0,0.0,21789.06,1.0,PC,20240317.0,10.0,V0,0.1,1.4,3099.017,30.057
V000021,,,,,,,,,,,EN,,,,,,,,,,,NET30,,,,,,,,,,,,,,,,,2000.0,USD,,CIF,DESTINATION,,,,,,,X,,,,,,,,purchasing_info,MAT00000043,,,,,,,,,M,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,INFO000105,VND00000105,10.0,14.0,28.0,Info Record Material 105,Material Description 105,1.0,1.0,KG,SN0000000105,DIN,SALES02,13.0,13009.48,2000.0,0.0,34554.03,1.0,L,20241004.0,1.0,I0,9.8,0.8,3463.478,42.78
